path,split,store_id,store_name,floor,floor_name,side,corridor_seq,needs_review,source_image
gallery/mitro-f0-l/mitro-f0-l_01.jpg,gallery,mitro-f0-l,MITRO,0,Ground,left,2,False,1st Left/20260709_160950.jpg
gallery/mitro-f0-l/mitro-f0-l_02.jpg,gallery,mitro-f0-l,MITRO,0,Ground,left,2,False,1st Left/20260709_160959.jpg
gallery/mitro-f0-l/mitro-f0-l_03.jpg,gallery,mitro-f0-l,MITRO,0,Ground,left,2,False,1st Left/20260709_161013.jpg
gallery/mitro-f0-l/mitro-f0-l_04.jpg,gallery,mitro-f0-l,MITRO,0,Ground,left,2,False,1st Left/20260709_161021.jpg
query/mitro-f0-l/mitro-f0-l_01.jpg,query,mitro-f0-l,MITRO,0,Ground,left,2,False,1st Left/20260709_161029.jpg
gallery/daily-f0-l/daily-f0-l_01.jpg,gallery,daily-f0-l,DAILY,0,Ground,left,3,False,1st Left/20260709_161039.jpg
gallery/daily-f0-l/daily-f0-l_02.jpg,gallery,daily-f0-l,DAILY,0,Ground,left,3,False,1st Left/20260709_161058.jpg
gallery/daily-f0-l/daily-f0-l_03.jpg,gallery,daily-f0-l,DAILY,0,Ground,left,3,False,1st Left/20260709_161116.jpg
gallery/daily-f0-l/daily-f0-l_04.jpg,gallery,daily-f0-l,DAILY,0,Ground,left,3,False,1st Left/20260709_161119.jpg
gallery/daily-f0-l/daily-f0-l_05.jpg,gallery,daily-f0-l,DAILY,0,Ground,left,3,False,1st Left/20260709_161133.jpg
gallery/daily-f0-l/daily-f0-l_06.jpg,gallery,daily-f0-l,DAILY,0,Ground,left,3,False,1st Left/20260709_161142.jpg
gallery/daily-f0-l/daily-f0-l_07.jpg,gallery,daily-f0-l,DAILY,0,Ground,left,3,False,1st Left/20260709_161417.jpg
gallery/daily-f0-l/daily-f0-l_08.jpg,gallery,daily-f0-l,DAILY,0,Ground,left,3,False,1st Left/20260709_161441.jpg
gallery/daily-f0-l/daily-f0-l_09.jpg,gallery,daily-f0-l,DAILY,0,Ground,left,3,False,1st Left/20260709_161502.jpg
gallery/daily-f0-l/daily-f0-l_10.jpg,gallery,daily-f0-l,DAILY,0,Ground,left,3,False,1st Left/20260709_161512.jpg
gallery/daily-f0-l/daily-f0-l_11.jpg,gallery,daily-f0-l,DAILY,0,Ground,left,3,False,1st Left/20260709_161524.jpg
query/daily-f0-l/daily-f0-l_01.jpg,query,daily-f0-l,DAILY,0,Ground,left,3,False,1st Left/20260709_161526.jpg
gallery/astic-f0-l/astic-f0-l_01.jpg,gallery,astic-f0-l,ASTIC,0,Ground,left,4,True,1st Left/20260709_161554.jpg
gallery/dailyobiects-f0-l/dailyobiects-f0-l_01.jpg,gallery,dailyobiects-f0-l,DAILYOBIECTS,0,Ground,left,5,True,1st Left/20260709_161557.jpg
gallery/reescaperouteplan-f0-l/reescaperouteplan-f0-l_01.jpg,gallery,reescaperouteplan-f0-l,REESCAPEROUTEPLAN,0,Ground,left,6,False,1st Left/20260709_161609.jpg
gallery/reescaperouteplan-f0-l/reescaperouteplan-f0-l_02.jpg,gallery,reescaperouteplan-f0-l,REESCAPEROUTEPLAN,0,Ground,left,6,False,1st Left/20260709_161625.jpg
gallery/ethos-f0-l/ethos-f0-l_01.jpg,gallery,ethos-f0-l,ETHOS,0,Ground,left,7,False,1st Left/20260709_161649.jpg
gallery/ethos-f0-l/ethos-f0-l_02.jpg,gallery,ethos-f0-l,ETHOS,0,Ground,left,7,False,1st Left/20260709_161656.jpg
gallery/ethos-f0-l/ethos-f0-l_03.jpg,gallery,ethos-f0-l,ETHOS,0,Ground,left,7,False,1st Left/20260709_161708.jpg
query/ethos-f0-l/ethos-f0-l_01.jpg,query,ethos-f0-l,ETHOS,0,Ground,left,7,False,1st Left/20260709_161721.jpg
gallery/sunglass-f0-l/sunglass-f0-l_01.jpg,gallery,sunglass-f0-l,SUNGLASS,0,Ground,left,8,False,1st Left/20260709_161735.jpg
gallery/sunglass-f0-l/sunglass-f0-l_02.jpg,gallery,sunglass-f0-l,SUNGLASS,0,Ground,left,8,False,1st Left/20260709_161742.jpg
query/sunglass-f0-l/sunglass-f0-l_01.jpg,query,sunglass-f0-l,SUNGLASS,0,Ground,left,8,False,1st Left/20260709_161752.jpg
gallery/swarovski-f0-l/swarovski-f0-l_01.jpg,gallery,swarovski-f0-l,SWAROVSKI,0,Ground,left,9,False,1st Left/20260709_161759.jpg
gallery/swarovski-f0-l/swarovski-f0-l_02.jpg,gallery,swarovski-f0-l,SWAROVSKI,0,Ground,left,9,False,1st Left/20260709_161812.jpg
gallery/swarovski-f0-l/swarovski-f0-l_03.jpg,gallery,swarovski-f0-l,SWAROVSKI,0,Ground,left,9,False,1st Left/20260709_161820.jpg
query/swarovski-f0-l/swarovski-f0-l_01.jpg,query,swarovski-f0-l,SWAROVSKI,0,Ground,left,9,False,1st Left/20260709_161827.jpg
gallery/tira-f0-l/tira-f0-l_01.jpg,gallery,tira-f0-l,TIRA,0,Ground,left,10,False,1st Left/20260709_161836.jpg
gallery/tira-f0-l/tira-f0-l_02.jpg,gallery,tira-f0-l,TIRA,0,Ground,left,10,False,1st Left/20260709_161853.jpg
gallery/tira-f0-l/tira-f0-l_03.jpg,gallery,tira-f0-l,TIRA,0,Ground,left,10,False,1st Left/20260709_161854.jpg
query/tira-f0-l/tira-f0-l_01.jpg,query,tira-f0-l,TIRA,0,Ground,left,10,False,1st Left/20260709_161855.jpg
gallery/gadgand-f0-r/gadgand-f0-r_01.jpg,gallery,gadgand-f0-r,GADGAND,0,Ground,right,0,False,1st Right/20260709_155250.jpg
gallery/gadgand-f0-r/gadgand-f0-r_02.jpg,gallery,gadgand-f0-r,GADGAND,0,Ground,right,0,False,1st Right/20260709_155314.jpg
query/gadgand-f0-r/gadgand-f0-r_01.jpg,query,gadgand-f0-r,GADGAND,0,Ground,right,0,False,1st Right/20260709_155325.jpg
gallery/imagine-f0-r/imagine-f0-r_01.jpg,gallery,imagine-f0-r,IMAGINE,0,Ground,right,1,False,1st Right/20260709_155440.jpg
gallery/imagine-f0-r/imagine-f0-r_02.jpg,gallery,imagine-f0-r,IMAGINE,0,Ground,right,1,False,1st Right/20260709_155447.jpg
gallery/sephora-f0-r/sephora-f0-r_01.jpg,gallery,sephora-f0-r,SEPHORA,0,Ground,right,2,False,1st Right/20260709_155456.jpg
gallery/sephora-f0-r/sephora-f0-r_02.jpg,gallery,sephora-f0-r,SEPHORA,0,Ground,right,2,False,1st Right/20260709_155520.jpg
gallery/secret-f0-r/secret-f0-r_01.jpg,gallery,secret-f0-r,SECRET,0,Ground,right,3,False,1st Right/20260709_155554.jpg
gallery/secret-f0-r/secret-f0-r_02.jpg,gallery,secret-f0-r,SECRET,0,Ground,right,3,False,1st Right/20260709_155556.jpg
query/secret-f0-r/secret-f0-r_01.jpg,query,secret-f0-r,SECRET,0,Ground,right,3,False,1st Right/20260709_155615.jpg
gallery/fresh-f0-r/fresh-f0-r_01.jpg,gallery,fresh-f0-r,FRESH,0,Ground,right,4,False,1st Right/20260709_155706.jpg
gallery/fresh-f0-r/fresh-f0-r_02.jpg,gallery,fresh-f0-r,FRESH,0,Ground,right,4,False,1st Right/20260709_155720.jpg
gallery/fresh-f0-r/fresh-f0-r_03.jpg,gallery,fresh-f0-r,FRESH,0,Ground,right,4,False,1st Right/20260709_155729.jpg
gallery/fresh-f0-r/fresh-f0-r_04.jpg,gallery,fresh-f0-r,FRESH,0,Ground,right,4,False,1st Right/20260709_155741.jpg
gallery/fresh-f0-r/fresh-f0-r_05.jpg,gallery,fresh-f0-r,FRESH,0,Ground,right,4,False,1st Right/20260709_155753.jpg
query/fresh-f0-r/fresh-f0-r_01.jpg,query,fresh-f0-r,FRESH,0,Ground,right,4,False,1st Right/20260709_155804.jpg
gallery/locker-f0-r/locker-f0-r_01.jpg,gallery,locker-f0-r,LOCKER,0,Ground,right,5,False,1st Right/20260709_155855.jpg
gallery/locker-f0-r/locker-f0-r_02.jpg,gallery,locker-f0-r,LOCKER,0,Ground,right,5,False,1st Right/20260709_155903.jpg
query/locker-f0-r/locker-f0-r_01.jpg,query,locker-f0-r,LOCKER,0,Ground,right,5,False,1st Right/20260709_155920.jpg
gallery/van-f0-r/van-f0-r_01.jpg,gallery,van-f0-r,VAN,0,Ground,right,6,False,1st Right/20260709_155934.jpg
gallery/van-f0-r/van-f0-r_02.jpg,gallery,van-f0-r,VAN,0,Ground,right,6,False,1st Right/20260709_155945.jpg
gallery/van-f0-r/van-f0-r_03.jpg,gallery,van-f0-r,VAN,0,Ground,right,6,False,1st Right/20260709_155950.jpg
query/van-f0-r/van-f0-r_01.jpg,query,van-f0-r,VAN,0,Ground,right,6,False,1st Right/20260709_155958.jpg
gallery/cluba-f0-r/cluba-f0-r_01.jpg,gallery,cluba-f0-r,CLUBA,0,Ground,right,7,False,1st Right/20260709_160009.jpg
gallery/cluba-f0-r/cluba-f0-r_02.jpg,gallery,cluba-f0-r,CLUBA,0,Ground,right,7,False,1st Right/20260709_160028.jpg
query/cluba-f0-r/cluba-f0-r_01.jpg,query,cluba-f0-r,CLUBA,0,Ground,right,7,False,1st Right/20260709_160042.jpg
gallery/dcluba-f0-r/dcluba-f0-r_01.jpg,gallery,dcluba-f0-r,DCLUBA,0,Ground,right,8,True,1st Right/20260709_160053.jpg
gallery/guess-f0-r/guess-f0-r_01.jpg,gallery,guess-f0-r,GUESS,0,Ground,right,9,False,1st Right/20260709_160119.jpg
gallery/guess-f0-r/guess-f0-r_02.jpg,gallery,guess-f0-r,GUESS,0,Ground,right,9,False,1st Right/20260709_160131.jpg
query/guess-f0-r/guess-f0-r_01.jpg,query,guess-f0-r,GUESS,0,Ground,right,9,False,1st Right/20260709_160142.jpg
gallery/forevernew-f0-r/forevernew-f0-r_01.jpg,gallery,forevernew-f0-r,FOREVERNEW,0,Ground,right,10,False,1st Right/20260709_160150.jpg
gallery/forevernew-f0-r/forevernew-f0-r_02.jpg,gallery,forevernew-f0-r,FOREVERNEW,0,Ground,right,10,False,1st Right/20260709_160201.jpg
query/forevernew-f0-r/forevernew-f0-r_01.jpg,query,forevernew-f0-r,FOREVERNEW,0,Ground,right,10,False,1st Right/20260709_160213.jpg
gallery/ethos-f0-r/ethos-f0-r_01.jpg,gallery,ethos-f0-r,ETHOS,0,Ground,right,11,False,1st Right/20260709_160232.jpg
gallery/ethos-f0-r/ethos-f0-r_02.jpg,gallery,ethos-f0-r,ETHOS,0,Ground,right,11,False,1st Right/20260709_160248.jpg
query/ethos-f0-r/ethos-f0-r_01.jpg,query,ethos-f0-r,ETHOS,0,Ground,right,11,False,1st Right/20260709_160303.jpg
gallery/birkenstock-f0-r/birkenstock-f0-r_01.jpg,gallery,birkenstock-f0-r,BIRKENSTOCK,0,Ground,right,12,False,1st Right/20260709_160326.jpg
gallery/birkenstock-f0-r/birkenstock-f0-r_02.jpg,gallery,birkenstock-f0-r,BIRKENSTOCK,0,Ground,right,12,False,1st Right/20260709_160337.jpg
query/birkenstock-f0-r/birkenstock-f0-r_01.jpg,query,birkenstock-f0-r,BIRKENSTOCK,0,Ground,right,12,False,1st Right/20260709_160350.jpg
gallery/estside-f0-r/estside-f0-r_01.jpg,gallery,estside-f0-r,ESTSIDE,0,Ground,right,13,False,1st Right/20260709_160414.jpg
gallery/estside-f0-r/estside-f0-r_02.jpg,gallery,estside-f0-r,ESTSIDE,0,Ground,right,13,False,1st Right/20260709_160415.jpg
gallery/estside-f0-r/estside-f0-r_03.jpg,gallery,estside-f0-r,ESTSIDE,0,Ground,right,13,False,1st Right/20260709_160430.jpg
query/estside-f0-r/estside-f0-r_01.jpg,query,estside-f0-r,ESTSIDE,0,Ground,right,13,False,1st Right/20260709_160443.jpg
gallery/estside-f1-l/estside-f1-l_01.jpg,gallery,estside-f1-l,ESTSIDE,1,First,left,0,False,2nd Left/20260709_164056.jpg
gallery/estside-f1-l/estside-f1-l_02.jpg,gallery,estside-f1-l,ESTSIDE,1,First,left,0,False,2nd Left/20260709_164122.jpg
query/estside-f1-l/estside-f1-l_01.jpg,query,estside-f1-l,ESTSIDE,1,First,left,0,False,2nd Left/20260709_164126.jpg
gallery/blackberrys-f1-l/blackberrys-f1-l_01.jpg,gallery,blackberrys-f1-l,BLACKBERRYS,1,First,left,1,False,2nd Left/20260709_164142.jpg
gallery/blackberrys-f1-l/blackberrys-f1-l_02.jpg,gallery,blackberrys-f1-l,BLACKBERRYS,1,First,left,1,False,2nd Left/20260709_164153.jpg
query/blackberrys-f1-l/blackberrys-f1-l_01.jpg,query,blackberrys-f1-l,BLACKBERRYS,1,First,left,1,False,2nd Left/20260709_164200.jpg
gallery/allen-f1-l/allen-f1-l_01.jpg,gallery,allen-f1-l,ALLEN,1,First,left,2,False,2nd Left/20260709_164205.jpg
gallery/allen-f1-l/allen-f1-l_02.jpg,gallery,allen-f1-l,ALLEN,1,First,left,2,False,2nd Left/20260709_164210.jpg
query/allen-f1-l/allen-f1-l_01.jpg,query,allen-f1-l,ALLEN,1,First,left,2,False,2nd Left/20260709_164220.jpg
gallery/gcrocs-f1-l/gcrocs-f1-l_01.jpg,gallery,gcrocs-f1-l,GCROCS,1,First,left,3,False,2nd Left/20260709_164231.jpg
gallery/gcrocs-f1-l/gcrocs-f1-l_02.jpg,gallery,gcrocs-f1-l,GCROCS,1,First,left,3,False,2nd Left/20260709_164248.jpg
gallery/crocs-f1-l/crocs-f1-l_01.jpg,gallery,crocs-f1-l,CROCS,1,First,left,4,False,2nd Left/20260709_164255.jpg
gallery/crocs-f1-l/crocs-f1-l_02.jpg,gallery,crocs-f1-l,CROCS,1,First,left,4,False,2nd Left/20260709_164305.jpg
query/crocs-f1-l/crocs-f1-l_01.jpg,query,crocs-f1-l,CROCS,1,First,left,4,False,2nd Left/20260709_164313.jpg
gallery/estside-f1-l-2/estside-f1-l-2_01.jpg,gallery,estside-f1-l-2,ESTSIDE,1,First,left,5,False,2nd Left/20260709_164321.jpg
gallery/estside-f1-l-2/estside-f1-l-2_02.jpg,gallery,estside-f1-l-2,ESTSIDE,1,First,left,5,False,2nd Left/20260709_164328.jpg
gallery/estside-f1-l-2/estside-f1-l-2_03.jpg,gallery,estside-f1-l-2,ESTSIDE,1,First,left,5,False,2nd Left/20260709_164346.jpg
query/estside-f1-l-2/estside-f1-l-2_01.jpg,query,estside-f1-l-2,ESTSIDE,1,First,left,5,False,2nd Left/20260709_164353.jpg
gallery/rabbit-f1-l/rabbit-f1-l_01.jpg,gallery,rabbit-f1-l,RABBIT,1,First,left,6,False,2nd Left/20260709_164402.jpg
gallery/rabbit-f1-l/rabbit-f1-l_02.jpg,gallery,rabbit-f1-l,RABBIT,1,First,left,6,False,2nd Left/20260709_164414.jpg
query/rabbit-f1-l/rabbit-f1-l_01.jpg,query,rabbit-f1-l,RABBIT,1,First,left,6,False,2nd Left/20260709_164429.jpg
gallery/nautica-f1-l/nautica-f1-l_01.jpg,gallery,nautica-f1-l,NAUTICA,1,First,left,7,False,2nd Left/20260709_164443.jpg
gallery/nautica-f1-l/nautica-f1-l_02.jpg,gallery,nautica-f1-l,NAUTICA,1,First,left,7,False,2nd Left/20260709_164505.jpg
query/nautica-f1-l/nautica-f1-l_01.jpg,query,nautica-f1-l,NAUTICA,1,First,left,7,False,2nd Left/20260709_164513.jpg
gallery/raymond-f1-l/raymond-f1-l_01.jpg,gallery,raymond-f1-l,RAYMOND,1,First,left,8,False,2nd Left/20260709_164524.jpg
gallery/raymond-f1-l/raymond-f1-l_02.jpg,gallery,raymond-f1-l,RAYMOND,1,First,left,8,False,2nd Left/20260709_164531.jpg
query/raymond-f1-l/raymond-f1-l_01.jpg,query,raymond-f1-l,RAYMOND,1,First,left,8,False,2nd Left/20260709_164537.jpg
gallery/arrow-f1-l/arrow-f1-l_01.jpg,gallery,arrow-f1-l,ARROW,1,First,left,9,False,2nd Left/20260709_164550.jpg
gallery/arrow-f1-l/arrow-f1-l_02.jpg,gallery,arrow-f1-l,ARROW,1,First,left,9,False,2nd Left/20260709_164556.jpg
query/arrow-f1-l/arrow-f1-l_01.jpg,query,arrow-f1-l,ARROW,1,First,left,9,False,2nd Left/20260709_164605.jpg
gallery/marksspencer-f1-l/marksspencer-f1-l_01.jpg,gallery,marksspencer-f1-l,MARKSSPENCER,1,First,left,10,True,2nd Left/20260709_164611.jpg
gallery/bomarksspence-f1-l/bomarksspence-f1-l_01.jpg,gallery,bomarksspence-f1-l,BOMARKSSPENCE,1,First,left,11,True,2nd Left/20260709_164631.jpg
gallery/marksspencer-f1-l-2/marksspencer-f1-l-2_01.jpg,gallery,marksspencer-f1-l-2,MARKSSPENCER,1,First,left,12,False,2nd Left/20260709_164644.jpg
gallery/marksspencer-f1-l-2/marksspencer-f1-l-2_02.jpg,gallery,marksspencer-f1-l-2,MARKSSPENCER,1,First,left,12,False,2nd Left/20260709_164649.jpg
gallery/levis-f1-l/levis-f1-l_01.jpg,gallery,levis-f1-l,LEVIS,1,First,left,13,False,2nd Left/20260709_164706.jpg
gallery/levis-f1-l/levis-f1-l_02.jpg,gallery,levis-f1-l,LEVIS,1,First,left,13,False,2nd Left/20260709_164720.jpg
gallery/mia-f1-l/mia-f1-l_01.jpg,gallery,mia-f1-l,MIA,1,First,left,14,False,2nd Left/20260709_164734.jpg
gallery/mia-f1-l/mia-f1-l_02.jpg,gallery,mia-f1-l,MIA,1,First,left,14,False,2nd Left/20260709_164746.jpg
gallery/mahin-f1-r/mahin-f1-r_01.jpg,gallery,mahin-f1-r,MAHIN,1,First,right,0,False,2nd right/20260709_162007.jpg
gallery/mahin-f1-r/mahin-f1-r_02.jpg,gallery,mahin-f1-r,MAHIN,1,First,right,0,False,2nd right/20260709_162044.jpg
gallery/endof-f1-r/endof-f1-r_01.jpg,gallery,endof-f1-r,ENDOF,1,First,right,1,False,2nd right/20260709_162221.jpg
gallery/endof-f1-r/endof-f1-r_02.jpg,gallery,endof-f1-r,ENDOF,1,First,right,1,False,2nd right/20260709_162233.jpg
gallery/mini-f1-r/mini-f1-r_01.jpg,gallery,mini-f1-r,MINI,1,First,right,2,True,2nd right/20260709_162242.jpg
gallery/goa-f1-r/goa-f1-r_01.jpg,gallery,goa-f1-r,GOA,1,First,right,3,False,2nd right/20260709_162253.jpg
gallery/goa-f1-r/goa-f1-r_02.jpg,gallery,goa-f1-r,GOA,1,First,right,3,False,2nd right/20260709_162310.jpg
gallery/mochi-f1-r/mochi-f1-r_01.jpg,gallery,mochi-f1-r,MOCHI,1,First,right,4,False,2nd right/20260709_162324.jpg
gallery/mochi-f1-r/mochi-f1-r_02.jpg,gallery,mochi-f1-r,MOCHI,1,First,right,4,False,2nd right/20260709_162327.jpg
query/mochi-f1-r/mochi-f1-r_01.jpg,query,mochi-f1-r,MOCHI,1,First,right,4,False,2nd right/20260709_162338.jpg
gallery/manyavar-f1-r/manyavar-f1-r_01.jpg,gallery,manyavar-f1-r,MANYAVAR,1,First,right,5,False,2nd right/20260709_162350.jpg
gallery/manyavar-f1-r/manyavar-f1-r_02.jpg,gallery,manyavar-f1-r,MANYAVAR,1,First,right,5,False,2nd right/20260709_162357.jpg
query/manyavar-f1-r/manyavar-f1-r_01.jpg,query,manyavar-f1-r,MANYAVAR,1,First,right,5,False,2nd right/20260709_162407.jpg
gallery/assn-f1-r/assn-f1-r_01.jpg,gallery,assn-f1-r,ASSN,1,First,right,6,False,2nd right/20260709_162411.jpg
gallery/assn-f1-r/assn-f1-r_02.jpg,gallery,assn-f1-r,ASSN,1,First,right,6,False,2nd right/20260709_162418.jpg
query/assn-f1-r/assn-f1-r_01.jpg,query,assn-f1-r,ASSN,1,First,right,6,False,2nd right/20260709_162428.jpg
gallery/helios-f1-r/helios-f1-r_01.jpg,gallery,helios-f1-r,HELIOS,1,First,right,7,False,2nd right/20260709_162434.jpg
gallery/helios-f1-r/helios-f1-r_02.jpg,gallery,helios-f1-r,HELIOS,1,First,right,7,False,2nd right/20260709_162443.jpg
query/helios-f1-r/helios-f1-r_01.jpg,query,helios-f1-r,HELIOS,1,First,right,7,False,2nd right/20260709_162451.jpg
gallery/naiis-f1-r/naiis-f1-r_01.jpg,gallery,naiis-f1-r,NAIIS,1,First,right,8,True,2nd right/20260709_163148.jpg
gallery/toniguy-f1-r/toniguy-f1-r_01.jpg,gallery,toniguy-f1-r,TONIGUY,1,First,right,9,True,2nd right/20260709_163200.jpg
gallery/penn-f1-r/penn-f1-r_01.jpg,gallery,penn-f1-r,PENN,1,First,right,10,False,2nd right/20260709_163237.jpg
gallery/penn-f1-r/penn-f1-r_02.jpg,gallery,penn-f1-r,PENN,1,First,right,10,False,2nd right/20260709_163249.jpg
query/penn-f1-r/penn-f1-r_01.jpg,query,penn-f1-r,PENN,1,First,right,10,False,2nd right/20260709_163300.jpg
gallery/caratlane-f1-r/caratlane-f1-r_01.jpg,gallery,caratlane-f1-r,CARATLANE,1,First,right,11,False,2nd right/20260709_163306.jpg
gallery/caratlane-f1-r/caratlane-f1-r_02.jpg,gallery,caratlane-f1-r,CARATLANE,1,First,right,11,False,2nd right/20260709_163318.jpg
gallery/caratlane-f1-r/caratlane-f1-r_03.jpg,gallery,caratlane-f1-r,CARATLANE,1,First,right,11,False,2nd right/20260709_163326.jpg
gallery/caratlane-f1-r/caratlane-f1-r_04.jpg,gallery,caratlane-f1-r,CARATLANE,1,First,right,11,False,2nd right/20260709_163333.jpg
gallery/caratlane-f1-r/caratlane-f1-r_05.jpg,gallery,caratlane-f1-r,CARATLANE,1,First,right,11,False,2nd right/20260709_163340.jpg
query/caratlane-f1-r/caratlane-f1-r_01.jpg,query,caratlane-f1-r,CARATLANE,1,First,right,11,False,2nd right/20260709_163348.jpg
gallery/fossil-f1-r/fossil-f1-r_01.jpg,gallery,fossil-f1-r,FOSSIL,1,First,right,12,False,2nd right/20260709_163354.jpg
gallery/fossil-f1-r/fossil-f1-r_02.jpg,gallery,fossil-f1-r,FOSSIL,1,First,right,12,False,2nd right/20260709_163402.jpg
query/fossil-f1-r/fossil-f1-r_01.jpg,query,fossil-f1-r,FOSSIL,1,First,right,12,False,2nd right/20260709_163410.jpg
gallery/skechers-f1-r/skechers-f1-r_01.jpg,gallery,skechers-f1-r,SKECHERS,1,First,right,13,False,2nd right/20260709_163437.jpg
gallery/skechers-f1-r/skechers-f1-r_02.jpg,gallery,skechers-f1-r,SKECHERS,1,First,right,13,False,2nd right/20260709_163445.jpg
gallery/skechers-f1-r/skechers-f1-r_03.jpg,gallery,skechers-f1-r,SKECHERS,1,First,right,13,False,2nd right/20260709_163453.jpg
query/skechers-f1-r/skechers-f1-r_01.jpg,query,skechers-f1-r,SKECHERS,1,First,right,13,False,2nd right/20260709_163459.jpg
gallery/emiates-f1-r/emiates-f1-r_01.jpg,gallery,emiates-f1-r,EMIATES,1,First,right,14,False,2nd right/20260709_163523.jpg
gallery/emiates-f1-r/emiates-f1-r_02.jpg,gallery,emiates-f1-r,EMIATES,1,First,right,14,False,2nd right/20260709_163549.jpg
gallery/dasics-f1-r/dasics-f1-r_01.jpg,gallery,dasics-f1-r,DASICS,1,First,right,15,False,2nd right/20260709_163556.jpg
gallery/dasics-f1-r/dasics-f1-r_02.jpg,gallery,dasics-f1-r,DASICS,1,First,right,15,False,2nd right/20260709_163601.jpg
gallery/jockey-f1-r/jockey-f1-r_01.jpg,gallery,jockey-f1-r,JOCKEY,1,First,right,16,False,2nd right/20260709_163644.jpg
gallery/jockey-f1-r/jockey-f1-r_02.jpg,gallery,jockey-f1-r,JOCKEY,1,First,right,16,False,2nd right/20260709_163656.jpg
gallery/jockey-f1-r/jockey-f1-r_03.jpg,gallery,jockey-f1-r,JOCKEY,1,First,right,16,False,2nd right/20260709_163705.jpg
query/jockey-f1-r/jockey-f1-r_01.jpg,query,jockey-f1-r,JOCKEY,1,First,right,16,False,2nd right/20260709_165002.jpg
gallery/timezone-f2-l/timezone-f2-l_01.jpg,gallery,timezone-f2-l,TIMEZONE,2,Second,left,0,False,3rd Left/20260709_170711.jpg
gallery/timezone-f2-l/timezone-f2-l_02.jpg,gallery,timezone-f2-l,TIMEZONE,2,Second,left,0,False,3rd Left/20260709_170726.jpg
query/timezone-f2-l/timezone-f2-l_01.jpg,query,timezone-f2-l,TIMEZONE,2,Second,left,0,False,3rd Left/20260709_170745.jpg
gallery/recovery-f2-l/recovery-f2-l_01.jpg,gallery,recovery-f2-l,RECOVERY,2,Second,left,1,True,3rd Left/20260709_170802.jpg
gallery/recovery-f2-l/recovery-f2-l_02.jpg,gallery,recovery-f2-l,RECOVERY,2,Second,left,1,True,3rd Left/20260709_170819.jpg
gallery/sports-f2-l/sports-f2-l_01.jpg,gallery,sports-f2-l,SPORTS,2,Second,left,2,True,3rd Left/20260709_170853.jpg
gallery/decathlon-f2-l/decathlon-f2-l_01.jpg,gallery,decathlon-f2-l,DECATHLON,2,Second,left,3,False,3rd Left/20260709_170859.jpg
gallery/decathlon-f2-l/decathlon-f2-l_02.jpg,gallery,decathlon-f2-l,DECATHLON,2,Second,left,3,False,3rd Left/20260709_170912.jpg
query/decathlon-f2-l/decathlon-f2-l_01.jpg,query,decathlon-f2-l,DECATHLON,2,Second,left,3,False,3rd Left/20260709_170924.jpg
gallery/mod-f2-l/mod-f2-l_01.jpg,gallery,mod-f2-l,MOD,2,Second,left,4,False,3rd Left/20260709_171007.jpg
gallery/mod-f2-l/mod-f2-l_02.jpg,gallery,mod-f2-l,MOD,2,Second,left,4,False,3rd Left/20260709_171015.jpg
query/mod-f2-l/mod-f2-l_01.jpg,query,mod-f2-l,MOD,2,Second,left,4,False,3rd Left/20260709_171025.jpg
